enquiry_id,customer_id,market,language,verdict,gate,answer_id,answer_topic,sent_without_human,draft_reply,decided_at
ENQ-0480,CUS-0674,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0485,CUS-0058,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00163 is delayed. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0494,CUS-0008,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0532,CUS-0628,MY,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0601,CUS-0033,SG,sg,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0712,CUS-0675,SG,zh,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0785,CUS-0713,ID,id,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda bisa menjeda, mengubah interval, atau membatalkan kapan saja dari halaman akun. Perubahan sebelum tanggal perpanjangan berlaku untuk pengiriman berikutnya.",2026-09-02T11:44:53Z
ENQ-0896,CUS-0568,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0017,CUS-0152,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0040,CUS-0369,SG,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0110,CUS-0272,SG,sg,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0148,CUS-0049,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0171,CUS-0476,ID,id,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda bisa menjeda, mengubah interval, atau membatalkan kapan saja dari halaman akun. Perubahan sebelum tanggal perpanjangan berlaku untuk pengiriman berikutnya.",2026-09-02T11:44:53Z
ENQ-0210,CUS-0410,SG,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0482,CUS-0436,SG,sg,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0500,CUS-0367,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00944 is delivered. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0595,CUS-0483,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0657,CUS-0092,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0662,CUS-0648,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0668,CUS-0268,SG,sg,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0746,CUS-0498,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0747,CUS-0557,MY,ms,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela boleh didapati di kedai dalam talian kami dan melalui rakan runcit kami di MY. Pencari kedai di laman web kami menyenaraikan setiap penjual berhampiran anda.,2026-09-02T11:44:53Z
ENQ-0792,CUS-0147,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0795,CUS-0171,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0810,CUS-0174,ID,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0849,CUS-0347,ID,en,ASSIST,6-authority,ANS-007,Damaged item,False,We're sorry ORD-00891 arrived damaged. Please send a photo of the pack and the outer carton and we'll ship a replacement the same day.,2026-09-02T11:44:53Z
ENQ-0859,CUS-0366,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0861,CUS-0660,SG,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0873,CUS-0300,ID,id,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda bisa menjeda, mengubah interval, atau membatalkan kapan saja dari halaman akun. Perubahan sebelum tanggal perpanjangan berlaku untuk pengiriman berikutnya.",2026-09-02T11:44:53Z
ENQ-0033,CUS-0209,SG,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0079,CUS-0182,SG,en,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0121,CUS-0351,MY,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00906 is delivered. You can track it with the link in your dispatch email. Orders to MY usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0135,CUS-0774,SG,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0158,CUS-0514,MY,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0219,CUS-0296,MY,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0222,CUS-0139,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0246,CUS-0755,SG,sg,ASSIST,6-authority,ANS-006,Refund/return,False,We can refund or replace ORD-01950. Unopened packs can be returned within 14 days. Please reply with a photo and we'll arrange collection at no cost to you.,2026-09-02T11:44:53Z
ENQ-0268,CUS-0333,ID,id,ASSIST,6-authority,ANS-006,Refund/return,False,Kami dapat mengembalikan dana atau mengganti ORD-00856. Kemasan yang belum dibuka bisa dikembalikan dalam 14 hari. Mohon balas dengan foto dan kami atur penjemputan tanpa biaya.,2026-09-02T11:44:53Z
ENQ-0339,CUS-0094,MY,ms,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0424,CUS-0661,ID,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01708 is delivered. You can track it with the link in your dispatch email. Orders to ID usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0450,CUS-0230,ID,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00603 is delivered. You can track it with the link in your dispatch email. Orders to ID usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0497,CUS-0417,ID,id,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda bisa menjeda, mengubah interval, atau membatalkan kapan saja dari halaman akun. Perubahan sebelum tanggal perpanjangan berlaku untuk pengiriman berikutnya.",2026-09-02T11:44:53Z
ENQ-0503,CUS-0357,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0591,CUS-0436,SG,sg,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0617,CUS-0301,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0618,CUS-0056,MY,ms,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0626,CUS-0302,MY,ms,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0644,CUS-0242,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0645,CUS-0730,SG,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0679,CUS-0507,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0715,CUS-0150,MY,zh,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,建议每 3-4 小时更换一次，量多时可提前更换。未开封的包装请存放在阴凉干燥处。请勿丢入马桶 - 我们的卫生巾和护垫不可冲散。,2026-09-02T11:44:53Z
ENQ-0846,CUS-0658,MY,zh,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0853,CUS-0233,MY,ms,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Saiz newborn sesuai sehingga 5kg, saiz S 4-8kg, saiz M 6-11kg. Jika bayi anda berada di antara dua saiz, kami cadangkan pilih yang lebih besar - muat sedikit longgar kurang bocor berbanding terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0872,CUS-0606,MY,ms,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela boleh didapati di kedai dalam talian kami dan melalui rakan runcit kami di MY. Pencari kedai di laman web kami menyenaraikan setiap penjual berhampiran anda.,2026-09-02T11:44:53Z
ENQ-0897,CUS-0375,MY,zh,ASSIST,6-authority,ANS-008,Ingredients,False,我们的卫生巾采用无氯纤维素芯体，表层为棉混纺材质。完整成分表可在每个产品页面查看。如您有已知的过敏史，使用前请先咨询药剂师。,2026-09-02T11:44:53Z
ENQ-0015,CUS-0680,ID,id,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Ganti setiap 3-4 jam, atau lebih cepat bila terasa penuh. Simpan kemasan yang belum dibuka di tempat sejuk dan kering. Mohon jangan dibuang ke kloset - pembalut dan liner kami tidak bisa larut.",2026-09-02T11:44:53Z
ENQ-0016,CUS-0570,SG,sg,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01468 is in transit. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0025,CUS-0320,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0045,CUS-0025,MY,ms,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0083,CUS-0681,ID,id,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda bisa menjeda, mengubah interval, atau membatalkan kapan saja dari halaman akun. Perubahan sebelum tanggal perpanjangan berlaku untuk pengiriman berikutnya.",2026-09-02T11:44:53Z
ENQ-0113,CUS-0079,MY,zh,ASSIST,6-authority,ANS-006,Refund/return,False,我们可以为 ORD-00212 办理退款或换货。未开封的包装可在 14 天内退回。请回复照片，我们将免费安排上门取件。,2026-09-02T11:44:53Z
ENQ-0238,CUS-0166,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0244,CUS-0548,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0332,CUS-0329,MY,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0389,CUS-0648,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0396,CUS-0446,ID,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0444,CUS-0305,ID,id,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Pesanan Anda ORD-00788 sedang delivered. Anda dapat melacaknya melalui tautan di email pengiriman. Pesanan ke ID biasanya tiba 3-5 hari kerja setelah dikirim.,2026-09-02T11:44:53Z
ENQ-0456,CUS-0731,SG,zh,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,您的订单 ORD-01901 目前状态为 preparing。您可以通过发货邮件中的链接追踪包裹。寄往 SG 的订单通常在发货后 3-5 个工作日送达。,2026-09-02T11:44:53Z
ENQ-0504,CUS-0493,ID,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0508,CUS-0425,SG,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0510,CUS-0324,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0551,CUS-0767,MY,ms,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0606,CUS-0053,ID,id,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Pesanan Anda ORD-00146 sedang delivered. Anda dapat melacaknya melalui tautan di email pengiriman. Pesanan ke ID biasanya tiba 3-5 hari kerja setelah dikirim.,2026-09-02T11:44:53Z
ENQ-0692,CUS-0021,ID,id,ASSIST,6-authority,ANS-008,Ingredients,False,"Pembalut kami menggunakan inti selulosa bebas klorin dengan lapisan atas campuran katun. Daftar bahan lengkap ada di setiap halaman produk. Jika Anda memiliki sensitivitas tertentu, mohon konsultasikan dengan apoteker sebelum pemakaian.",2026-09-02T11:44:53Z
ENQ-0702,CUS-0376,MY,ms,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda boleh menjeda, menukar selang masa atau membatalkan pada bila-bila masa melalui halaman akaun anda. Perubahan sebelum tarikh pembaharuan akan berkuat kuasa pada penghantaran berikutnya.",2026-09-02T11:44:53Z
ENQ-0777,CUS-0065,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0827,CUS-0421,ID,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0894,CUS-0008,ID,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0030,CUS-0416,SG,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0063,CUS-0414,SG,en,ASSIST,6-authority,ANS-007,Damaged item,False,We're sorry ORD-01070 arrived damaged. Please send a photo of the pack and the outer carton and we'll ship a replacement the same day.,2026-09-02T11:44:53Z
ENQ-0105,CUS-0563,MY,ms,ASSIST,6-authority,ANS-006,Refund/return,False,Kami boleh membayar balik atau menggantikan ORD-01449. Pek yang belum dibuka boleh dipulangkan dalam tempoh 14 hari. Sila balas dengan gambar dan kami akan uruskan pengambilan tanpa kos.,2026-09-02T11:44:53Z
ENQ-0116,CUS-0744,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0282,CUS-0471,ID,id,ASSIST,6-authority,ANS-006,Refund/return,False,Kami dapat mengembalikan dana atau mengganti ORD-01213. Kemasan yang belum dibuka bisa dikembalikan dalam 14 hari. Mohon balas dengan foto dan kami atur penjemputan tanpa biaya.,2026-09-02T11:44:53Z
ENQ-0310,CUS-0618,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0331,CUS-0006,MY,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0334,CUS-0010,ID,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0337,CUS-0222,MY,zh,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,建议每 3-4 小时更换一次，量多时可提前更换。未开封的包装请存放在阴凉干燥处。请勿丢入马桶 - 我们的卫生巾和护垫不可冲散。,2026-09-02T11:44:53Z
ENQ-0359,CUS-0400,MY,ms,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda boleh menjeda, menukar selang masa atau membatalkan pada bila-bila masa melalui halaman akaun anda. Perubahan sebelum tarikh pembaharuan akan berkuat kuasa pada penghantaran berikutnya.",2026-09-02T11:44:53Z
ENQ-0442,CUS-0330,MY,ms,ASSIST,6-authority,ANS-007,Damaged item,False,"Kami memohon maaf kerana ORD-00852 tiba dalam keadaan rosak. Sila hantar gambar pek dan kotak luar, dan kami akan menghantar gantian pada hari yang sama.",2026-09-02T11:44:53Z
ENQ-0459,CUS-0521,SG,sg,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0483,CUS-0367,SG,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0491,CUS-0372,MY,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0527,CUS-0217,SG,en,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0556,CUS-0716,MY,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01860 is delivered. You can track it with the link in your dispatch email. Orders to MY usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0615,CUS-0780,ID,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0627,CUS-0286,ID,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0686,CUS-0599,MY,ms,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,"Kami memohon maaf atas kelewatan. ORD-01551 menunjukkan status tertunda dengan kurier. Jika ia tidak tiba dalam 3 hari bekerja, kami akan menghantar gantian tanpa sebarang kos.",2026-09-02T11:44:53Z
ENQ-0733,CUS-0114,MY,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00301 is in transit. You can track it with the link in your dispatch email. Orders to MY usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0757,CUS-0636,SG,zh,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,初生码适合 5 公斤以下，S 码 4-8 公斤，M 码 6-11 公斤。如果宝宝体重介于两个尺码之间，建议选大一号 - 稍宽松反而比过紧更不易侧漏。,2026-09-02T11:44:53Z
ENQ-0764,CUS-0421,ID,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01086 is in transit. You can track it with the link in your dispatch email. Orders to ID usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0782,CUS-0477,MY,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0845,CUS-0090,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0887,CUS-0684,MY,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0018,CUS-0002,SG,en,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,We're sorry your order is late. ORD-00002 is showing as delayed with the courier. If it hasn't arrived within 3 working days we'll send a replacement at no cost.,2026-09-02T11:44:53Z
ENQ-0035,CUS-0769,MY,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01993 is delayed. You can track it with the link in your dispatch email. Orders to MY usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0053,CUS-0398,SG,sg,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0126,CUS-0386,SG,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0143,CUS-0522,SG,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0185,CUS-0547,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0189,CUS-0766,ID,ms,ASSIST,6-authority,ANS-006,Refund/return,False,Kami boleh membayar balik atau menggantikan ORD-01987. Pek yang belum dibuka boleh dipulangkan dalam tempoh 14 hari. Sila balas dengan gambar dan kami akan uruskan pengambilan tanpa kos.,2026-09-02T11:44:53Z
ENQ-0194,CUS-0377,SG,sg,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0266,CUS-0681,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0297,CUS-0248,SG,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0387,CUS-0505,ID,id,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda bisa menjeda, mengubah interval, atau membatalkan kapan saja dari halaman akun. Perubahan sebelum tanggal perpanjangan berlaku untuk pengiriman berikutnya.",2026-09-02T11:44:53Z
ENQ-0399,CUS-0440,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0414,CUS-0665,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01717 is delivered. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0464,CUS-0395,ID,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01025 is delivered. You can track it with the link in your dispatch email. Orders to ID usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0487,CUS-0082,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0545,CUS-0243,ID,id,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Pesanan Anda ORD-00637 sedang returned. Anda dapat melacaknya melalui tautan di email pengiriman. Pesanan ke ID biasanya tiba 3-5 hari kerja setelah dikirim.,2026-09-02T11:44:53Z
ENQ-0571,CUS-0074,SG,en,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0585,CUS-0217,SG,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
